Date,AvgFreq_Hz,FreqVariationIndex,Freq_4990_5005_pct,Freq_below_4990_pct,Bhutan_Exchange_MU,Bhutan_DayPeak_MW,Bhutan_DayAvg_MW,Nepal_Exchange_MU,Nepal_DayPeak_MW,Nepal_DayAvg_MW,Bangladesh_Exchange_MU,Bangladesh_DayPeak_MW,Bangladesh_DayAvg_MW,Flow_East_to_North,Flow_East_to_NorthEast,Flow_East_to_South,Flow_East_to_West,Flow_NorthEast_to_North,Flow_West_to_North,Flow_West_to_South
17-04-2023,50.0,0.079,59.19,12.2,2.2,90.0,-13.3,-753.0,-555.0,-24.9,-1102.0,-1039.0,,-27.6,4.7,-106.7,30.8,10.0,-56.1,-140.4
18-04-2023,50.0,0.041,73.88,5.23,0.9,38.0,-14.6,-712.0,-607.0,-25.3,-1104.0,-1053.0,,-16.1,4.7,-103.0,36.4,10.1,-69.0,-148.1
19-04-2023,50.0,0.053,67.25,8.3,4.1,170.0,-11.3,-607.0,-471.0,-25.5,-1101.0,-1062.0,,-28.5,7.3,-110.1,43.8,10.7,-52.3,-164.2
20-04-2023,50.01,0.042,69.14,4.97,5.4,226.0,-12.6,-824.0,-525.0,-24.8,-1090.0,-1034.0,,-28.2,16.7,-109.6,35.1,10.7,-46.8,-165.2
21-04-2023,50.01,0.055,63.66,7.14,5.5,229.0,-13.2,-760.0,-548.0,-24.2,-1084.0,-1007.0,,-34.9,17.9,-105.4,39.7,11.4,-55.3,-156.3
22-04-2023,50.01,0.04,72.87,2.3,5.7,239.0,-12.7,-713.0,-528.0,-24.8,-1103.0,-1032.0,,-54.8,17.9,-106.7,28.5,11.4,-39.5,-149.2
23-04-2023,50.02,0.064,64.24,4.85,3.7,153.0,-13.9,-719.0,-578.0,-25.0,-1093.0,-1043.0,,-31.1,15.9,-102.6,27.5,11.4,-26.5,-123.1
24-04-2023,49.98,0.052,72.0,11.76,0.6,24.0,-12.4,-641.0,-519.0,-23.3,-1092.0,-973.0,,-52.1,13.0,-109.8,0.6,11.5,-36.3,-147.2
25-04-2023,50.0,0.063,68.67,6.49,-1.9,-79.0,-12.3,-627.0,-512.0,-25.2,-1089.0,-1048.0,,-64.6,9.3,-103.5,-10.8,11.5,-55.8,-129.7
26-04-2023,49.98,0.085,66.19,16.56,-3.2,-131.0,-13.7,-645.0,-572.0,-24.8,-1081.0,-1033.0,,-56.6,7.4,-98.5,0.6,11.5,-77.1,-120.5
27-04-2023,49.99,0.055,71.64,9.99,-3.4,-143.0,-15.6,-708.0,-649.0,-16.0,-1061.0,-666.0,,-66.9,5.2,-106.9,8.5,11.5,-91.5,-127.0
28-04-2023,49.97,0.088,68.7,15.35,0.8,35.0,-13.9,-640.0,-579.0,-14.6,-661.0,-608.0,,-64.7,6.6,-108.8,-2.4,10.3,-66.9,-147.0
29-04-2023,50.0,0.058,66.04,9.29,1.2,49.0,-12.8,-576.0,-534.0,-14.4,-661.0,-598.0,,-61.3,4.3,-105.7,8.1,7.2,-63.7,-130.6
30-04-2023,50.01,0.108,56.42,13.11,2.1,86.0,-12.5,-616.0,-519.0,-17.8,-1091.0,-740.0,,-57.1,13.1,-101.4,21.6,10.8,-70.4,-87.1
01-05-2023,49.98,0.085,63.83,17.47,5.7,239.0,-6.6,-407.0,-274.0,-25.5,-1111.0,-1064.0,,-66.8,11.3,-90.8,10.7,9.8,-75.3,-41.9
02-05-2023,50.0,0.057,65.56,9.31,9.4,390.0,-11.4,-626.0,-474.0,-25.9,-1106.0,-1080.0,,-53.2,7.8,-98.2,9.3,6.9,-86.0,-41.1
03-05-2023,49.99,0.042,77.12,8.33,1.3,53.0,-12.4,-641.0,-518.0,-25.6,-1104.0,-1068.0,,-50.7,8.9,-105.0,13.7,10.4,-79.4,-37.2
04-05-2023,50.0,0.046,73.03,6.93,0.5,20.0,-9.8,-346.0,-406.0,-25.6,-1089.0,-1067.0,,-51.2,2.1,-107.4,16.4,6.8,-80.2,-30.2
05-05-2023,49.99,0.049,72.74,9.91,1.7,69.0,-9.7,-468.0,-405.0,-25.7,-1128.0,-1070.0,,-60.2,1.6,-103.2,6.0,6.9,-80.4,-61.4
06-05-2023,49.99,0.049,72.74,9.91,-0.1,-3.0,-11.1,-508.0,-461.0,-25.5,-1106.0,-1061.0,,-59.8,4.1,-103.0,15.8,6.8,-112.0,-33.4
07-05-2023,49.99,0.044,74.97,6.82,3.5,145.0,-12.9,-680.0,-537.0,-25.7,-1101.0,-1072.0,,-50.1,1.3,-102.3,22.3,6.8,-70.6,-34.1
08-05-2023,49.99,0.046,72.66,10.94,3.5,145.0,-13.1,-607.0,-544.0,-25.7,-1110.0,-1071.0,,-46.8,7.8,-105.4,27.7,11.3,-103.8,-42.6
09-05-2023,50.0,0.035,76.26,5.97,4.4,182.0,-13.4,-660.0,-560.0,-25.6,-1109.0,-1065.0,,-44.0,3.5,-98.9,29.2,10.4,-160.1,-33.5
10-05-2023,50.01,0.041,72.78,3.77,7.2,299.0,-13.3,-688.0,-553.0,-25.6,-1135.0,-1066.0,,-38.9,-2.6,-101.0,38.6,4.0,-161.2,-28.4
11-05-2023,50.0,0.047,69.77,7.44,3.0,124.0,-13.6,-734.0,-566.0,-25.5,-1128.0,-1064.0,,-36.4,-2.6,-94.8,33.1,7.1,-156.8,-24.2
12-05-2023,49.98,0.052,70.64,11.86,1.4,56.0,-15.9,-720.0,-662.0,-24.2,-1099.0,-1010.0,,-32.3,-5.1,-94.5,40.7,7.0,-198.7,-19.9
13-05-2023,49.97,0.046,78.0,12.0,-1.7,-69.0,-14.5,-659.0,-603.0,-25.0,-1089.0,-1043.0,,-50.7,-5.8,-90.4,45.5,6.8,-194.1,11.8
14-05-2023,50.01,0.062,64.24,6.39,-0.5,-23.0,-13.5,-661.0,-562.0,-25.5,-1088.0,-1060.0,,-54.2,1.1,-88.7,55.8,6.6,-169.2,9.4
15-05-2023,50.02,0.079,64.26,5.74,1.0,43.0,-8.1,-584.0,-337.0,-25.2,-1170.0,-1050.0,,-66.8,5.2,-108.4,44.3,11.3,-134.3,-59.8
16-05-2023,49.99,0.058,71.78,9.79,2.1,88.0,-11.4,-587.0,-474.0,-21.0,-1106.0,-876.0,,-61.8,8.3,-108.4,0.8,10.1,-128.0,-111.1
17-05-2023,49.99,0.05,73.43,9.98,2.5,102.0,-8.2,-545.0,-342.0,-24.5,-1074.0,-1023.0,,-52.9,16.5,-102.3,3.6,11.4,-137.6,-162.4
18-05-2023,50.0,0.11,62.55,17.55,2.2,92.0,-7.3,-496.0,-305.0,-23.1,-1074.0,-961.0,,-47.8,12.5,-109.1,28.3,11.6,-65.0,-170.6
19-05-2023,50.0,0.051,68.25,5.6,3.0,124.0,-6.3,-381.0,-263.0,-24.7,-1081.0,-1030.0,,-71.9,14.2,-113.0,41.8,11.5,-137.8,-115.1
20-05-2023,49.98,0.045,73.9,6.15,5.3,221.0,-4.1,-162.0,-172.0,-24.7,-1103.0,-1030.0,,-79.7,15.1,-103.9,33.0,11.5,-129.0,-99.5
21-05-2023,50.03,0.041,74.26,6.15,3.0,123.0,-5.9,-396.0,-244.0,-25.2,-1114.0,-1049.0,,-63.3,14.0,-102.0,43.8,11.4,-132.9,-64.3
22-05-2023,50.02,0.078,66.25,14.47,0.6,25.0,-7.2,-515.0,-302.0,-25.0,-1105.0,-1040.0,,-59.7,13.1,-103.5,43.0,10.5,-149.4,-70.8
23-05-2023,49.99,0.057,59.27,1.77,2.1,89.0,-6.6,-406.0,-277.0,-23.3,-1098.0,-972.0,,-69.5,6.3,-109.1,22.3,9.5,-174.7,-90.0
24-05-2023,49.99,0.044,69.62,6.12,2.7,112.0,-4.9,-411.0,-206.0,-24.5,-1069.0,-1020.0,,-28.5,5.4,-104.5,32.9,10.3,-103.3,-93.8
25-05-2023,50.0,0.062,68.34,5.76,6.2,257.0,-5.1,-363.0,-213.0,-25.5,-1098.0,-1061.0,,-23.7,-1.0,-103.7,37.0,9.6,-42.6,-101.1
26-05-2023,50.0,0.061,66.77,12.21,14.0,582.0,-3.3,-318.0,-139.0,-24.9,-1089.0,-1038.0,,-47.5,9.6,-104.8,36.7,13.0,-54.1,-105.3
27-05-2023,49.98,0.101,59.66,20.34,13.2,550.0,0.3,-162.0,14.0,-25.3,-1102.0,-1053.0,,-50.0,6.2,-110.0,23.0,4.4,-67.5,-133.1
28-05-2023,50.03,0.102,65.52,18.98,8.1,338.0,-2.5,-300.0,-105.0,-25.9,-1109.0,-1078.0,,-51.5,10.8,-100.5,17.2,9.4,-116.8,-131.6
29-05-2023,49.96,0.094,61.74,23.99,4.6,190.0,-6.9,-427.0,-286.0,-25.6,-1103.0,-1068.0,,-30.4,1.3,-96.7,20.2,7.8,-90.8,-170.0
30-05-2023,50.01,0.103,50.65,11.03,3.0,123.0,-6.2,-426.0,-257.0,-25.1,-1069.0,-1046.0,,-15.7,-7.7,-95.7,31.6,6.9,-92.3,-112.9
31-05-2023,50.03,0.045,63.1,2.5,3.2,134.0,-6.8,-461.0,-281.0,-25.0,-1103.0,-1041.0,,3.9,-9.7,-99.7,50.1,9.3,-50.4,-102.2
01-06-2023,50.02,0.046,62.96,3.04,11.5,480.0,-7.1,-473.0,-295.0,-25.0,-1088.0,-1042.0,,-4.3,-15.0,-91.1,44.1,5.6,-53.3,-73.6
02-06-2023,49.99,0.06,71.6,11.06,10.5,439.0,-7.1,-558.0,-295.0,-25.2,-1095.0,-1050.0,,-2.2,-13.2,-98.5,49.1,6.9,-70.6,-62.5
03-06-2023,49.99,0.054,65.68,10.73,8.9,370.0,-6.7,-483.0,-280.0,-25.2,-1088.0,-1050.0,,-12.1,-13.8,-106.8,51.6,6.9,-94.4,-51.7
04-06-2023,49.98,0.082,65.19,14.02,6.7,278.0,-7.6,-713.0,-317.0,-25.3,-1095.0,-1053.0,,2.1,-12.3,-102.4,67.1,8.3,-106.3,-45.2
05-06-2023,50.02,0.047,61.05,3.63,5.8,243.0,-7.1,-555.0,-296.0,-25.3,-1093.0,-1054.0,,-29.0,-13.0,-89.7,47.9,8.9,-164.9,-26.0
06-06-2023,50.02,0.054,63.58,5.24,4.0,165.0,-7.4,-631.0,-307.0,-25.3,-1104.0,-1053.0,,-24.8,-17.8,-83.7,50.4,9.1,-135.4,-47.0
07-06-2023,50.02,0.061,68.66,1.96,3.5,145.0,-8.5,-417.0,-354.0,-25.5,-1097.0,-1061.0,,-26.1,-15.3,-70.1,45.4,9.2,-161.1,-29.1
08-06-2023,50.02,0.053,66.38,3.74,3.0,123.0,-8.9,-650.0,-369.0,-25.4,-1074.0,-1057.0,,-29.1,-17.2,-79.8,56.5,6.6,-191.4,-13.1
09-06-2023,50.02,0.045,69.36,1.91,5.4,223.0,-7.9,-583.0,-328.0,-24.7,-1094.0,-1028.0,,-39.8,-8.1,-79.6,49.1,9.1,-180.1,-4.5
10-06-2023,50.0,0.044,73.51,4.26,5.2,217.0,-4.7,-371.0,-196.0,-24.8,-1080.0,-1032.0,,-47.6,-2.4,-82.2,51.9,8.1,-172.3,10.3
11-06-2023,49.98,0.054,71.41,12.47,3.3,136.0,-3.1,-317.0,-129.0,-25.7,-1090.0,-1070.0,,-42.7,4.4,-78.9,50.4,4.4,-154.0,11.2
12-06-2023,50.03,0.058,65.34,1.24,7.8,323.0,-4.0,-423.0,-166.0,-24.9,-1088.0,-1036.0,,-76.6,5.4,-72.0,34.4,3.7,-199.8,-53.2
13-06-2023,50.03,0.077,58.85,4.88,6.9,286.0,4.0,219.0,167.0,-25.1,-1107.0,-1044.0,,-45.4,5.4,-69.2,26.7,4.5,-204.3,-52.0
14-06-2023,49.99,0.12,61.71,14.81,7.9,327.0,6.3,279.0,263.0,-25.7,-1113.0,-1070.0,,-41.9,6.0,-71.7,29.5,5.2,-173.7,-51.5
15-06-2023,49.97,0.124,60.3,18.78,19.2,800.0,5.2,240.0,215.0,-25.4,-1090.0,-1059.0,,-53.6,17.2,-76.4,26.0,1.2,-141.5,-96.9
16-06-2023,50.0,0.057,69.04,8.38,42.2,1756.0,1.5,12.0,62.0,-25.2,-1098.0,-1050.0,,-71.6,17.6,-73.4,23.2,-6.0,-134.3,-43.3
17-06-2023,50.0,0.054,65.71,8.97,43.9,1829.0,3.4,187.0,140.0,-25.1,-1105.0,-1044.0,,-81.8,17.0,-88.0,34.6,-6.1,-134.4,-48.5
18-06-2023,50.02,0.045,69.71,2.35,43.9,1828.0,2.2,98.0,90.0,-24.7,-1090.0,-1031.0,,-54.5,15.2,-88.8,37.4,-6.0,-109.6,-81.7
19-06-2023,50.03,0.049,72.94,3.58,42.1,1754.0,4.0,279.0,168.0,-25.1,-1097.0,-1047.0,,-83.2,9.1,-93.9,22.6,-8.4,-70.1,-106.7
20-06-2023,50.03,0.034,74.02,3.48,43.3,1803.0,5.2,6.0,218.0,-25.1,-1100.0,-1046.0,,-99.4,4.1,-104.0,20.0,-12.1,-71.2,-99.6
21-06-2023,49.99,0.042,76.09,8.53,41.7,1736.0,6.4,131.0,265.0,-25.4,-1105.0,-1058.0,,-103.4,4.5,-102.3,29.4,-12.0,-104.8,-70.3
22-06-2023,49.97,0.038,71.12,3.44,36.4,1517.0,4.5,238.0,187.0,-25.5,-1109.0,-1062.0,,-101.8,2.3,-89.6,29.5,-12.1,-134.3,-48.5
23-06-2023,50.0,0.046,70.1,7.75,25.9,1078.0,4.9,276.0,204.0,-25.5,-1103.0,-1064.0,,-91.4,-3.5,-81.9,28.8,-13.1,-182.0,-17.4
24-06-2023,50.0,0.028,77.57,3.28,21.8,909.0,5.7,390.0,236.0,-25.5,-1111.0,-1061.0,,-68.2,-19.2,-75.6,32.1,-16.9,-185.8,10.2
25-06-2023,50.02,0.036,69.22,0.91,18.5,770.0,5.3,260.0,219.0,-22.5,-1121.0,-937.0,,-39.1,-27.6,-74.0,49.9,-14.9,-100.8,-3.1
26-06-2023,50.0,0.054,69.87,7.35,25.3,1053.0,5.2,203.0,215.0,-25.5,-1120.0,-1061.0,,-58.7,-19.3,-74.8,40.9,-12.0,-129.9,6.8
27-06-2023,50.02,0.075,58.76,7.05,21.0,874.0,4.2,229.0,176.0,-25.5,-1100.0,-1062.0,,-90.1,-16.9,-88.1,24.1,-12.1,-165.1,-17.3
28-06-2023,50.01,0.036,75.38,2.71,25.7,1070.0,5.6,240.0,234.0,-25.3,-1082.0,-1053.0,,-98.2,-15.8,-86.4,26.8,-7.8,-155.8,-15.0
29-06-2023,50.01,0.073,66.49,6.38,39.6,1650.0,6.9,289.0,285.0,-20.1,-1092.0,-839.0,,-108.3,-14.8,-84.4,22.4,-7.4,-154.8,-19.2
30-06-2023,50.01,0.056,63.02,8.22,45.8,1910.0,7.4,311.0,308.0,-19.9,-1074.0,-827.0,,-83.1,-15.6,-89.1,21.5,-7.3,-125.4,-21.9
01-07-2023,49.99,0.045,72.6,8.84,40.8,1698.0,4.2,270.0,175.0,-25.2,-1081.0,-1050.0,,-81.5,-10.8,-100.2,35.0,-7.3,-126.9,-43.6
02-07-2023,49.98,0.073,71.55,12.53,40.3,1677.0,7.7,316.0,320.0,-25.6,-1099.0,-1065.0,,-90.4,-10.2,-84.7,39.4,-7.3,-122.6,-22.3
03-07-2023,49.98,0.072,71.89,11.26,44.2,1840.0,6.5,343.0,272.0,-25.1,-1096.0,-1045.0,,-109.4,-5.9,-68.9,27.5,-7.4,-165.1,-1.7
04-07-2023,50.02,0.035,71.81,2.49,43.2,1800.0,8.7,381.0,364.0,-25.0,-1100.0,-1041.0,,-105.9,-8.3,-66.7,32.8,-7.3,-169.0,-4.5
05-07-2023,50.01,0.047,67.51,4.47,43.5,1814.0,8.4,373.0,350.0,-24.6,-1095.0,-1023.0,,-84.4,-14.8,-67.9,42.6,-7.5,-156.2,-1.2
06-07-2023,50.01,0.046,68.34,5.21,40.0,1666.0,6.9,84.0,287.0,-25.4,-1081.0,-1057.0,,-76.7,-13.8,-69.9,39.2,-7.4,-142.6,-2.2
07-07-2023,50.0,0.039,72.86,4.93,40.6,1693.0,7.6,311.0,317.0,-25.3,-1082.0,-1053.0,,-78.0,-14.9,-72.5,39.6,-11.9,-169.3,-32.8
08-07-2023,50.01,0.042,69.9,5.38,41.0,1706.0,6.5,344.0,270.0,-26.0,-1098.0,-1084.0,,-69.7,-13.6,-76.9,38.7,-12.0,-136.4,-48.0
09-07-2023,50.0,0.033,79.83,4.27,43.3,1805.0,4.4,286.0,183.0,-26.0,-1105.0,-1081.0,,-77.3,-9.1,-80.0,46.6,-12.2,-118.9,-13.3
10-07-2023,50.01,0.06,62.8,7.36,41.3,1721.0,6.4,356.0,268.0,-25.5,-1098.0,-1061.0,,-90.1,-7.9,-91.3,46.1,-12.5,-162.8,-59.8
11-07-2023,50.01,0.036,74.68,4.51,41.1,1714.0,7.5,338.0,310.0,-25.1,-1096.0,-1047.0,,-87.8,-9.8,-90.2,47.4,-13.7,-166.5,-55.4
12-07-2023,50.0,0.046,74.46,7.51,39.2,1632.0,8.3,371.0,344.0,-25.3,-1099.0,-1055.0,,-82.4,-5.4,-92.0,42.4,-12.6,-170.4,-65.6
13-07-2023,50.01,0.036,70.84,4.71,43.9,1831.0,8.6,520.0,359.0,-25.2,-1095.0,-1048.0,,-81.3,1.7,-84.5,40.2,-8.5,-152.2,-60.1
14-07-2023,50.03,0.045,71.74,1.4,41.7,1736.0,10.8,417.0,452.0,-24.7,-1089.0,-1028.0,,-73.3,-7.3,-85.7,37.0,-12.1,-167.1,-69.9
15-07-2023,50.01,0.032,76.98,3.44,41.7,1737.0,9.9,442.0,412.0,-25.2,-1100.0,-1048.0,,-66.4,-8.0,-92.7,41.0,-12.1,-151.6,-118.1
16-07-2023,50.0,0.023,83.83,2.95,42.0,1748.0,9.4,394.0,393.0,-25.5,-1104.0,-1063.0,,-65.1,-4.4,-91.4,41.8,-12.0,-142.9,-78.1
17-07-2023,50.0,0.028,79.87,3.44,41.8,1740.0,8.8,410.0,365.0,-25.4,-1107.0,-1057.0,,-91.3,2.9,-87.4,30.0,-12.0,-175.8,-50.9
18-07-2023,50.0,0.029,81.15,5.47,43.8,1826.0,7.1,306.0,296.0,-25.3,-1106.0,-1056.0,,-77.0,-3.7,-68.3,35.4,-12.0,-196.4,-6.4
19-07-2023,50.01,0.028,79.39,3.47,43.6,1815.0,5.9,294.0,246.0,-25.0,-1096.0,-1042.0,,-65.9,-9.0,-57.7,42.3,-12.0,-196.1,26.1
20-07-2023,50.0,0.026,79.99,2.89,42.8,1782.0,5.7,246.0,238.0,-24.9,-1063.0,-1038.0,,-74.5,-10.1,-51.8,52.1,-12.1,-224.0,49.2
21-07-2023,49.99,0.029,83.47,6.12,43.0,1790.0,6.1,351.0,256.0,-25.3,-1082.0,-1053.0,,-100.9,-2.5,-56.0,42.5,-12.1,-254.5,39.4
22-07-2023,50.01,0.028,77.49,3.55,39.7,1656.0,6.9,444.0,287.0,-25.2,-1084.0,-1048.0,,-84.7,-9.7,-58.0,39.7,-12.1,-239.5,30.4
23-07-2023,50.01,0.034,76.24,3.53,39.8,1658.0,6.2,313.0,257.0,-25.3,-1088.0,-1053.0,,-67.6,-4.4,-49.1,42.0,-11.9,-203.5,54.7
24-07-2023,50.0,0.031,79.25,3.01,41.2,1717.0,5.4,281.0,225.0,-25.3,-1092.0,-1053.0,,-76.8,-8.2,-51.7,29.8,-12.8,-255.7,51.1
25-07-2023,50.0,0.035,79.24,5.51,40.4,1683.0,6.0,330.0,250.0,-24.9,-1084.0,-1035.0,,-83.7,-9.1,-54.4,23.2,-12.2,-270.9,60.4
26-07-2023,50.02,0.047,71.55,1.59,39.8,1657.0,6.7,343.0,281.0,-24.5,-1058.0,-1020.0,,-64.7,-8.4,-53.7,37.5,-12.0,-204.9,59.8
27-07-2023,50.01,0.025,77.6,1.83,43.4,1808.0,7.0,286.0,291.0,-24.8,-1051.0,-1034.0,,-54.4,-10.4,-48.0,36.7,-12.0,-237.1,74.3
28-07-2023,50.01,0.022,83.48,0.46,43.8,1823.0,7.1,231.0,297.0,-25.4,-1075.0,-1058.0,,-34.1,-9.4,-62.1,54.2,-12.1,-179.7,27.5
29-07-2023,50.02,0.075,75.63,2.93,44.5,1854.0,8.6,393.0,356.0,-25.2,-1076.0,-1052.0,,-35.5,-5.7,-71.1,58.8,-12.1,-141.1,-1.1
30-07-2023,50.04,0.104,66.79,2.64,40.2,1677.0,7.5,417.0,312.0,-25.0,-1091.0,-1041.0,,-50.4,-3.7,-66.3,51.2,-12.0,-155.9,1.2
31-07-2023,50.01,0.036,71.03,4.98,36.4,1517.0,7.0,336.0,291.0,-25.1,-1098.0,-1044.0,,-47.3,-6.2,-72.1,42.3,-12.1,-169.8,-43.1
01-08-2023,50.01,0.03,74.59,2.59,44.0,1831.0,5.1,315.0,214.0,-24.8,-1075.0,-1035.0,,-45.4,-12.7,-72.9,42.4,-12.2,-193.3,-35.8
02-08-2023,50.0,0.033,82.63,2.69,41.7,1739.0,6.6,355.0,275.0,-25.2,-1081.0,-1049.0,,-71.8,-13.8,-79.4,47.2,-12.1,-183.3,-59.1
03-08-2023,49.99,0.025,84.95,5.14,42.7,1781.0,7.5,366.0,311.0,-25.0,-1076.0,-1040.0,,-75.0,-6.4,-76.4,37.4,-12.0,-176.0,-68.1
04-08-2023,49.99,0.037,80.07,6.17,42.3,1762.0,7.9,338.0,328.0,-24.9,-1084.0,-1039.0,,-68.2,-4.8,-85.3,50.0,-12.0,-161.8,-75.5
05-08-2023,49.99,0.033,83.22,6.32,42.3,1764.0,8.8,355.0,366.0,-25.2,-1080.0,-1048.0,,-67.4,-5.0,-90.2,49.6,-12.0,-151.2,-90.0
06-08-2023,50.01,0.027,79.44,1.19,43.3,1805.0,8.1,430.0,336.0,-25.5,-1078.0,-1061.0,,-64.7,-4.5,-95.7,48.5,-12.1,-133.4,-93.9
07-08-2023,49.99,0.032,79.32,6.2,37.9,1577.0,8.7,467.0,363.0,-23.9,-1067.0,-996.0,,-70.7,-6.8,-101.1,33.8,-16.7,-131.4,-134.1
08-08-2023,49.97,0.078,75.22,13.61,38.2,1593.0,11.0,434.0,459.0,-24.8,-1084.0,-1032.0,,-74.1,-3.6,-109.2,21.2,-16.8,-125.2,-174.9
09-08-2023,49.95,0.117,68.63,22.93,41.7,1739.0,10.5,477.0,437.0,-25.1,-1100.0,-1047.0,,-71.2,-4.5,-115.4,22.0,-16.9,-116.8,-175.5
10-08-2023,49.99,0.043,79.24,9.48,40.6,1692.0,9.6,475.0,402.0,-24.8,-1079.0,-1035.0,,-55.0,-6.6,-105.6,33.5,-16.8,-141.3,-149.6
11-08-2023,50.01,0.029,76.86,4.16,28.8,1201.0,8.9,431.0,371.0,-24.6,-1087.0,-1024.0,,-55.0,-6.2,-103.8,33.5,-16.9,-133.4,-144.8
12-08-2023,50.02,0.023,76.25,1.63,38.0,1585.0,10.7,465.0,444.0,-25.0,-1095.0,-1043.0,,-67.0,-10.1,-99.3,26.0,-16.9,-134.3,-127.9
13-08-2023,50.0,0.019,87.08,1.78,38.8,1615.0,9.2,399.0,382.0,-25.0,-1093.0,-1040.0,,-74.1,-2.9,-100.9,25.5,-16.7,-124.6,-113.6
14-08-2023,49.99,0.036,80.75,6.7,39.7,1655.0,9.9,404.0,413.0,-24.8,-1076.0,-1032.0,,-71.5,-2.7,-97.4,23.2,-17.0,-130.3,-129.2
15-08-2023,49.97,0.035,82.85,7.87,38.0,1583.0,7.5,379.0,313.0,-25.1,-1087.0,-1047.0,,-75.4,-4.8,-96.6,32.0,-16.8,-174.0,-99.4
16-08-2023,49.95,0.026,79.81,3.61,38.9,1622.0,6.8,371.0,283.0,-25.0,-1098.0,-1040.0,,-63.2,-4.7,-98.5,28.2,-16.9,-146.9,-129.1
17-08-2023,49.99,0.026,79.81,3.61,41.3,1721.0,6.9,422.0,285.0,-24.9,-1101.0,-1038.0,,-65.9,-11.2,-89.1,33.2,-16.9,-160.1,-106.8
18-08-2023,50.01,0.03,68.99,1.67,42.2,1760.0,7.2,411.0,301.0,-23.0,-1084.0,-960.0,,-72.2,-10.2,-87.2,32.1,-16.8,-221.4,-79.5
19-08-2023,50.02,0.031,69.64,3.24,42.5,1769.0,9.8,437.0,406.0,-25.1,-1087.0,-1044.0,,-72.9,-11.5,-75.6,33.4,-16.8,-219.6,-42.7
20-08-2023,50.0,0.029,82.64,4.75,42.0,1748.0,8.6,429.0,357.0,-24.7,-1074.0,-1030.0,,-75.4,-8.9,-79.0,31.7,-16.9,-237.3,-38.3
21-08-2023,49.99,0.083,72.88,18.06,42.0,1751.0,8.8,371.0,366.0,-25.0,-1082.0,-1042.0,,-61.1,-6.6,-90.9,31.7,-16.8,-178.8,-116.1
22-08-2023,49.97,0.041,74.41,6.47,44.7,1863.0,9.5,482.0,397.0,-24.7,-1084.0,-1030.0,,-57.2,-3.2,-97.4,30.7,-16.9,-122.2,-151.0
23-08-2023,49.95,0.035,67.64,1.75,43.1,1794.0,10.2,433.0,424.0,-24.6,-1084.0,-1027.0,,-60.7,-2.1,-108.6,32.9,-16.9,-64.4,-187.3
24-08-2023,49.99,0.026,81.86,2.04,41.3,1720.0,11.2,468.0,465.0,-24.6,-1069.0,-1025.0,,-65.4,-3.4,-104.0,20.7,-16.9,-92.1,-160.6
25-08-2023,50.01,0.027,82.35,5.29,30.4,1267.0,10.6,475.0,441.0,-23.7,-1145.0,-988.0,,-76.8,0.3,-99.9,8.5,-15.2,-103.5,-175.2
26-08-2023,50.02,0.026,83.1,2.36,41.1,1713.0,11.8,443.0,492.0,-24.0,-1087.0,-998.0,,-99.9,3.5,-101.4,4.2,-13.0,-113.3,-158.6
27-08-2023,50.0,0.018,83.44,0.42,40.7,1695.0,10.4,465.0,435.0,-24.6,-1082.0,-1025.0,,-88.4,7.1,-99.1,12.5,-13.2,-119.3,-121.8
28-08-2023,50.02,0.036,76.37,1.83,42.5,1772.0,9.4,395.0,392.0,-25.3,-1117.0,-1053.0,,-62.4,3.8,-97.2,24.1,-13.2,-107.8,-123.9
29-08-2023,49.96,0.099,73.84,18.06,42.0,1748.0,9.7,459.0,406.0,-25.2,-1116.0,-1050.0,,-59.3,2.0,-97.9,8.6,-13.2,-135.0,-124.4
30-08-2023,49.95,0.131,66.06,25.1,40.4,1683.0,10.0,385.0,416.0,-24.9,-1101.0,-1035.0,,-64.7,-0.5,-100.4,25.3,-13.4,-111.4,-127.6
31-08-2023,49.94,0.125,69.68,25.16,31.4,1308.0,11.0,516.0,457.0,-25.0,-1108.0,-1040.0,,-66.3,-1.2,-94.2,27.2,-13.5,-133.8,-94.0
01-09-2023,49.96,0.114,70.29,20.34,40.2,1675.0,11.0,436.0,457.0,-25.4,-1111.0,-1060.0,,-69.4,-0.7,-92.4,21.8,-13.2,-153.4,-81.8
02-09-2023,50.0,0.031,80.91,4.49,41.8,1743.0,9.7,483.0,404.0,-25.5,-1117.0,-1064.0,,-74.6,-1.4,-86.9,30.9,-13.6,-177.4,-57.5
03-09-2023,50.02,0.026,77.14,1.66,41.2,1715.0,8.9,463.0,373.0,-25.5,-1095.0,-1063.0,,-74.0,-7.0,-71.8,17.4,-13.2,-214.7,19.8
04-09-2023,50.03,0.044,61.2,4.1,39.7,1653.0,8.9,422.0,371.0,-24.6,-1085.0,-1027.0,,-99.1,-12.1,-58.8,3.2,-13.3,-275.7,45.6
05-09-2023,50.01,0.026,78.88,1.12,36.3,1511.0,9.5,457.0,397.0,-24.7,-1070.0,-1028.0,,-109.1,-9.0,-55.0,-4.1,-12.0,-290.8,65.3
06-09-2023,50.0,0.023,82.88,1.96,32.8,1368.0,8.6,397.0,359.0,-25.3,-1106.0,-1055.0,,-106.0,-13.8,-60.1,-7.6,-13.9,-296.5,79.8
